uuid,slug,name,website,found,num_files,errors,skipped
7ef55c19-e946-40eb-b740-4c130417aebf,bawarchi-indian-cuisine,Bawarchi Indian Cuisine,http://bawarchis.com,0,0,,0
8b043ada-44c2-458b-b9c7-ef2826102932,laut--8b043ada,Laut,https://www.lautnyc.com/,1,2,skipped_existing_menu,1
ea63c2c4-2c60-498c-a17f-bf7126212a45,rinc-n-melania--ea63c2c4,Rincón Melania,https://rinconmelanianyc.com/,1,3,skipped_existing_menu,1
40b0e4cd-88b4-458a-a071-a34d1b61e46a,mamajuana-cafe,Mamajuana Cafe,http://mamajuanacafenyc.com/,0,0,homepage_unavailable:None:None,0
710b14a5-2622-4444-8cbd-8881f6b98b67,trattoria-il-gusto--710b14a5,Trattoria iL Gusto,https://ilgustowinebar.com,1,5,skipped_existing_menu,1
297c8ea2-0c55-4576-9ee0-2e86e99ae215,bohemian-spirit-restaurant--297c8ea2,Bohemian Spirit Restaurant,https://bohemianspiritrestaurant.com/,1,2,skipped_existing_menu,1
3f1cde20-d73c-41d5-b72b-6f8f4a235a63,del-frisco-s-double-eagle-steakhouse--3f1cde20,Del Frisco's Double Eagle Steakhouse,https://delfriscos.com/steakhouse/new-york/,1,5,skipped_existing_menu,1
f261c446-01bc-4c82-8387-720d28948ed0,giardino-d-oro--f261c446,Giardino D'Oro,https://giardinodoro.com,1,5,skipped_existing_menu,1
34d13a28-7813-4e92-9d8c-c6b4c3ee4786,namkeen--34d13a28,Namkeen,https://www.eatnamkeen.com/,1,2,skipped_existing_menu,1
25c03299-27f7-46ef-a342-ccf0c6d57ad9,calexico--25c03299,Calexico,https://www.calexico.com/location/greenpoint/,1,2,pdf_exception:https://media-cdn.getbento.com/accounts/7f97f4513242cadcff9bdb1d2545ed6e/media/IHCi15XZSHuPA53jC85E_Calexico%20PS%20QR%20Code%20Menu%208_2021.pdf:name 'convert_pdf_to_html' is not defined;skipped_existing_menu,1
64efcdb7-4e05-42d1-99b3-a5e09bfc4f41,smoke-jazz-supper-club--64efcdb7,Smoke Jazz & Supper Club,https://www.smokejazz.com/,1,2,skipped_existing_menu,1
f848129b-ed01-4b73-8ba7-4b76a749d777,qanoon--f848129b,Qanoon,https://www.qanoonnyc.com,1,1,skipped_existing_menu,1
2f4c69b4-4dbb-40cb-84b1-60a6a77c5257,tipsy-parson--2f4c69b4,Tipsy Parson,https://www.tipsyparson.com/,1,2,skipped_existing_menu,1
5c6de4f7-6cae-4ce9-8757-8df14cfdb5d1,txikito--5c6de4f7,Txikito,https://www.txikitonyc.com/,1,2,skipped_existing_menu,1
d85de537-d958-41cf-8fbe-d56b8dd8d9f8,dhanshiri,DhanShiri,https://www.dhanshiriny.com,0,0,,0
a80e5839-ca91-41ef-8c4e-3deafd2df9ce,meet-wise-meat--a80e5839,Meet Wise Meat,https://meetwisemeat.com/,1,2,blocked_by_robots:https://linktr.ee/meetwisemeatbb;blocked_by_robots:https://linktr.ee/meetwisemeat;skipped_existing_menu,1
a75bd711-9535-4549-822b-c9376c0ff72d,laghman-express--a75bd711,Laghman Express,https://laghmanexpress.com/,1,2,skipped_existing_menu,1
f3843a04-8f96-461b-913d-e4c280e51572,manor-oktoberfest,Manor Oktoberfest,http://www.manoroktoberfeatforesthills.com,0,0,homepage_unavailable:None:None,0
cdcdc9fb-3e53-4e3a-8629-3f8b475e5067,aged--cdcdc9fb,(aged.),https://www.agednyc.com,1,3,fetch_failed:tel:7185442976:None:None;skipped_existing_menu,1
fd8e3847-0256-4a6e-961f-dda9837c5f68,mekong,Mekong,http://www.tumyumnyc.com/,0,0,blocked_by_robots_home,0
98a7e5ed-2cc5-4d0d-98f8-1f21c9669adb,cabana-restaurant-bar--98a7e5ed,Cabana Restaurant & Bar,https://www.cabanarestaurant.com/,1,1,fetch_failed:tel:1-718-263-3600:None:None;skipped_existing_menu,1
73815f94-8b16-48e3-bb74-28893b0134ce,astro-restaurant,Astro Restaurant,https://astrorestaurant.com,0,0,error_page:https://astrorestaurant.com/menu:404;error_page:https://astrorestaurant.com/menus:404;error_page:https://astrorestaurant.com/our-menu:404;error_page:https://astrorestaurant.com/our-menus:404;error_page:https://astrorestaurant.com/food-menu:404;error_page:https://astrorestaurant.com/food-menus:404;error_page:https://astrorestaurant.com/dinner-menu:404;error_page:https://astrorestaurant.com/lunch-menu:404;error_page:https://astrorestaurant.com/brunch-menu:404;error_page:https://astrorestaurant.com/breakfast-menu:404;error_page:https://astrorestaurant.com/kids-menu:404;error_page:https://astrorestaurant.com/kid-menu:404;error_page:https://astrorestaurant.com/kids:404;error_page:https://astrorestaurant.com/drinks-menu:404;error_page:https://astrorestaurant.com/drink-menu:404;error_page:https://astrorestaurant.com/beverages-menu:404;error_page:https://astrorestaurant.com/beverage-menu:404;error_page:https://astrorestaurant.com/wine-menu:404;error_page:https://astrorestaurant.com/dessert-menu:404;error_page:https://astrorestaurant.com/specials:404;error_page:https://astrorestaurant.com/daily-specials:404;error_page:https://astrorestaurant.com/today-specials:404;error_page:https://astrorestaurant.com/buffet-menu:404;error_page:https://astrorestaurant.com/takeaway-menu:404;error_page:https://astrorestaurant.com/take-out-menu:404;error_page:https://astrorestaurant.com/delivery-menu:404;error_page:https://astrorestaurant.com/order-online/menu:404;error_page:https://astrorestaurant.com/order/menu:404;error_page:https://astrorestaurant.com/menu.html:404;error_page:https://astrorestaurant.com/menus.html:404;error_page:https://astrorestaurant.com/our-menu.html:404;error_page:https://astrorestaurant.com/food-menu.html:404;error_page:https://astrorestaurant.com/lunch-menu.html:404;error_page:https://astrorestaurant.com/dinner-menu.html:404;error_page:https://astrorestaurant.com/menu.pdf:404;error_page:https://astrorestaurant.com/menus.pdf:404;error_page:https://astrorestaurant.com/our-menu.pdf:404;error_page:https://astrorestaurant.com/food-menu.pdf:404;error_page:https://astrorestaurant.com/dinner-menu.pdf:404;error_page:https://astrorestaurant.com/lunch-menu.pdf:404;error_page:https://astrorestaurant.com/brunch-menu.pdf:404;error_page:https://astrorestaurant.com/breakfast-menu.pdf:404;error_page:https://astrorestaurant.com/kids-menu.pdf:404;error_page:https://astrorestaurant.com/drinks-menu.pdf:404;error_page:https://astrorestaurant.com/drink-menu.pdf:404;error_page:https://astrorestaurant.com/takeaway-menu.pdf:404;error_page:https://astrorestaurant.com/take-out-menu.pdf:404;error_page:https://astrorestaurant.com/dessert-menu.pdf:404;error_page:https://astrorestaurant.com/wine-menu.pdf:404;error_page:https://astrorestaurant.com/specials.pdf:404;error_page:https://astrorestaurant.com/buffet-menu.pdf:404;error_page:https://astrorestaurant.com/wp-content/uploads/menu.pdf:404;error_page:https://astrorestaurant.com/wp-content/uploads/menus.pdf:404;error_page:https://astrorestaurant.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://astrorestaurant.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://astrorestaurant.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://astrorestaurant.com/files/menu.pdf:404;error_page:https://astrorestaurant.com/uploads/menu.pdf:404;error_page:https://astrorestaurant.com/download/menu.pdf:404;error_page:https://astrorestaurant.com/documents/menu.pdf:404;error_page:https://astrorestaurant.com/docs/menu.pdf:404;error_page:https://astrorestaurant.com/menu/dinner:404;error_page:https://astrorestaurant.com/menu/lunch:404;error_page:https://astrorestaurant.com/menu/brunch:404;error_page:https://astrorestaurant.com/menu/breakfast:404;error_page:https://astrorestaurant.com/menu/drinks:404;error_page:https://astrorestaurant.com/menu/beverages:404;error_page:https://astrorestaurant.com/menu/kids:404;error_page:https://astrorestaurant.com/menu/dessert:404;error_page:https://astrorestaurant.com/menu/specials:404;error_page:https://astrorestaurant.com/restaurant-menu:404;error_page:https://astrorestaurant.com/the-menu:404;error_page:https://astrorestaurant.com/menus-list:404;error_page:https://astrorestaurant.com/full-menu:404;error_page:https://astrorestaurant.com/complete-menu:404;error_page:https://astrorestaurant.com/menu-card:404;error_page:https://astrorestaurant.com/menu-list:404;error_page:https://astrorestaurant.com/food:404;error_page:https://astrorestaurant.com/eat:404;error_page:https://astrorestaurant.com/order:404;error_page:https://astrorestaurant.com/order-online:404,0
cfe7ed5b-a8df-409c-b379-83ea6e645f27,m-m-mediterranean,Mémé Mediterranean,http://mememediterranean.com,0,0,error_page:http://mememediterranean.com/menu:404;error_page:http://mememediterranean.com/menus:404;error_page:http://mememediterranean.com/our-menu:404;error_page:http://mememediterranean.com/our-menus:404;error_page:http://mememediterranean.com/food-menu:404;error_page:http://mememediterranean.com/food-menus:404;error_page:http://mememediterranean.com/dinner-menu:404;error_page:http://mememediterranean.com/lunch-menu:404;error_page:http://mememediterranean.com/brunch-menu:404;error_page:http://mememediterranean.com/breakfast-menu:404;error_page:http://mememediterranean.com/kids-menu:404;error_page:http://mememediterranean.com/kid-menu:404;error_page:http://mememediterranean.com/kids:404;error_page:http://mememediterranean.com/drinks-menu:404;error_page:http://mememediterranean.com/drink-menu:404;error_page:http://mememediterranean.com/beverages-menu:404;error_page:http://mememediterranean.com/beverage-menu:404;error_page:http://mememediterranean.com/wine-menu:404;error_page:http://mememediterranean.com/dessert-menu:404;error_page:http://mememediterranean.com/specials:404;error_page:http://mememediterranean.com/daily-specials:404;error_page:http://mememediterranean.com/today-specials:404;error_page:http://mememediterranean.com/buffet-menu:404;error_page:http://mememediterranean.com/takeaway-menu:404;error_page:http://mememediterranean.com/take-out-menu:404;error_page:http://mememediterranean.com/delivery-menu:404;error_page:http://mememediterranean.com/order-online/menu:404;error_page:http://mememediterranean.com/order/menu:404;error_page:http://mememediterranean.com/menu.html:404;error_page:http://mememediterranean.com/menus.html:404;error_page:http://mememediterranean.com/our-menu.html:404;error_page:http://mememediterranean.com/food-menu.html:404;error_page:http://mememediterranean.com/lunch-menu.html:404;error_page:http://mememediterranean.com/dinner-menu.html:404;error_page:http://mememediterranean.com/menu.pdf:404;error_page:http://mememediterranean.com/menus.pdf:404;error_page:http://mememediterranean.com/our-menu.pdf:404;error_page:http://mememediterranean.com/food-menu.pdf:404;error_page:http://mememediterranean.com/dinner-menu.pdf:404;error_page:http://mememediterranean.com/lunch-menu.pdf:404;error_page:http://mememediterranean.com/brunch-menu.pdf:404;error_page:http://mememediterranean.com/breakfast-menu.pdf:404;error_page:http://mememediterranean.com/kids-menu.pdf:404;error_page:http://mememediterranean.com/drinks-menu.pdf:404;error_page:http://mememediterranean.com/drink-menu.pdf:404;error_page:http://mememediterranean.com/takeaway-menu.pdf:404;error_page:http://mememediterranean.com/take-out-menu.pdf:404;error_page:http://mememediterranean.com/dessert-menu.pdf:404;error_page:http://mememediterranean.com/wine-menu.pdf:404;error_page:http://mememediterranean.com/specials.pdf:404;error_page:http://mememediterranean.com/buffet-menu.pdf:404;error_page:http://mememediterranean.com/wp-content/uploads/menu.pdf:404;error_page:http://mememediterranean.com/wp-content/uploads/menus.pdf:404;error_page:http://mememediterranean.com/wp-content/uploads/2023/menu.pdf:404;error_page:http://mememediterranean.com/wp-content/uploads/2024/menu.pdf:404;error_page:http://mememediterranean.com/wp-content/uploads/2022/menu.pdf:404;error_page:http://mememediterranean.com/files/menu.pdf:404;error_page:http://mememediterranean.com/uploads/menu.pdf:404;error_page:http://mememediterranean.com/download/menu.pdf:404;error_page:http://mememediterranean.com/documents/menu.pdf:404;error_page:http://mememediterranean.com/docs/menu.pdf:404;error_page:http://mememediterranean.com/menu/dinner:404;error_page:http://mememediterranean.com/menu/lunch:404;error_page:http://mememediterranean.com/menu/brunch:404;error_page:http://mememediterranean.com/menu/breakfast:404;error_page:http://mememediterranean.com/menu/drinks:404;error_page:http://mememediterranean.com/menu/beverages:404;error_page:http://mememediterranean.com/menu/kids:404;error_page:http://mememediterranean.com/menu/dessert:404;error_page:http://mememediterranean.com/menu/specials:404;error_page:http://mememediterranean.com/restaurant-menu:404;error_page:http://mememediterranean.com/the-menu:404;error_page:http://mememediterranean.com/menus-list:404;error_page:http://mememediterranean.com/full-menu:404;error_page:http://mememediterranean.com/complete-menu:404;error_page:http://mememediterranean.com/menu-card:404;error_page:http://mememediterranean.com/menu-list:404;error_page:http://mememediterranean.com/food:404;error_page:http://mememediterranean.com/eat:404;error_page:http://mememediterranean.com/order:404;error_page:http://mememediterranean.com/order-online:404,0
501cc181-96ac-45d8-bc83-c1858ea2ff55,kochi,Kochi,https://kochinyc.com,0,0,,0
40874c94-d26f-4240-8718-b16d24bdfaf7,churrascaria-plataforma--40874c94,Churrascaria Plataforma,https://plataformaonline.com,1,3,skipped_existing_menu,1
b2f83540-d06d-4006-9ebd-85d623e42e43,mad-dog-beans-mexican-cantina--b2f83540,Mad Dog & Beans Mexican Cantina,https://www.maddogandbeans.com,1,5,skipped_existing_menu,1
b1c9fe23-ab06-461f-adaa-51ebd000efd2,yezo-isankaya--b1c9fe23,Yezo Isankaya,https://www.yezonyc.com/,1,3,skipped_existing_menu,1
3ce6031c-4331-4414-83fd-71430835e246,tensai-udon-house--3ce6031c,Tensai Udon House,https://www.tensainyc.com/,1,3,skipped_existing_menu,1
03fe86f6-1fcb-4c92-9926-34763e243457,angeletto,Angeletto,https://angeletto.com/,0,0,homepage_unavailable:None:None,0
89ea2d9d-a963-42f5-84fb-472350a31e92,la-chula--89ea2d9d,La Chula,https://www.lachulanyc.com/,1,1,skipped_existing_menu,1
0fb285c3-a89f-43b7-87d2-1a8a79b2d455,frankie-and-johnie-s-steakhouse,Frankie and Johnie's Steakhouse,https://frankieandjohnnies.com/,1,1,error_page:https://www.doordash.com/store/frankie-&-johnnie%E2%80%99s-steakhouse-new-york-892030/?cursor=eyJzdG9yZV92ZXJ0aWNhbF9pZCI6bnVsbCwic2VhcmNoX2l0ZW1fY2Fyb3VzZWxfY3Vyc29yIjp7InF1ZXJ5IjoiZnJhbmtpZSBhbmQgam9obm5pZXMiLCJpdGVtX2lkcyI6W10sInNlYXJjaF90ZXJtIjoiZnJhbmtpZSBqb2hubnkiLCJ2ZXJ0aWNhbF9pZCI6LTk5LCJ2ZXJ0aWNhbF9uYW1lIjoiIn0sImlzX3NpYmxpbmciOmZhbHNlLCJmb3JjZV9zdG9yZV9hdmFpbGFiaWxpdHlfdjIiOmZhbHNlfQ==&pickup=false:403;fetch_failed:https://www.opentable.com/frankie-and-johnnies-steakhouse-46th-street?avt=eyJ2IjoxLCJtIjowLCJwIjowfQ&corrid=0ab333e9-d590-4e17-8269-215e40adad8c&p=2&sd=2020-07-24+14%3A15:None:None;fetch_failed:https://www.opentable.com/restref/client/?rid=2792&restref=2792&corrid=dcd047aa-7282-41d7-87d8-ae681d6ddfa1:None:None;error_page:https://frankieandjohnnies.com/menu:404;error_page:https://frankieandjohnnies.com/menus:404;error_page:https://frankieandjohnnies.com/our-menu:404;error_page:https://frankieandjohnnies.com/our-menus:404;error_page:https://frankieandjohnnies.com/food-menu:404;error_page:https://frankieandjohnnies.com/food-menus:404;error_page:https://frankieandjohnnies.com/dinner-menu:404;error_page:https://frankieandjohnnies.com/lunch-menu:404;error_page:https://frankieandjohnnies.com/brunch-menu:404;error_page:https://frankieandjohnnies.com/breakfast-menu:404;error_page:https://frankieandjohnnies.com/kids-menu:404;error_page:https://frankieandjohnnies.com/kid-menu:404;error_page:https://frankieandjohnnies.com/kids:404;error_page:https://frankieandjohnnies.com/drinks-menu:404;error_page:https://frankieandjohnnies.com/drink-menu:404;error_page:https://frankieandjohnnies.com/beverages-menu:404;error_page:https://frankieandjohnnies.com/beverage-menu:404;error_page:https://frankieandjohnnies.com/wine-menu:404;error_page:https://frankieandjohnnies.com/dessert-menu:404;error_page:https://frankieandjohnnies.com/specials:404;error_page:https://frankieandjohnnies.com/daily-specials:404;error_page:https://frankieandjohnnies.com/today-specials:404;error_page:https://frankieandjohnnies.com/buffet-menu:404;error_page:https://frankieandjohnnies.com/takeaway-menu:404;error_page:https://frankieandjohnnies.com/take-out-menu:404;error_page:https://frankieandjohnnies.com/delivery-menu:404;error_page:https://frankieandjohnnies.com/order-online/menu:404;error_page:https://frankieandjohnnies.com/order/menu:404;error_page:https://frankieandjohnnies.com/menu.html:404;error_page:https://frankieandjohnnies.com/menus.html:404;error_page:https://frankieandjohnnies.com/our-menu.html:404;error_page:https://frankieandjohnnies.com/food-menu.html:404;error_page:https://frankieandjohnnies.com/lunch-menu.html:404;error_page:https://frankieandjohnnies.com/dinner-menu.html:404;error_page:https://frankieandjohnnies.com/menu.pdf:404;error_page:https://frankieandjohnnies.com/menus.pdf:404;error_page:https://frankieandjohnnies.com/our-menu.pdf:404;error_page:https://frankieandjohnnies.com/food-menu.pdf:404;error_page:https://frankieandjohnnies.com/dinner-menu.pdf:404;error_page:https://frankieandjohnnies.com/lunch-menu.pdf:404;error_page:https://frankieandjohnnies.com/brunch-menu.pdf:404;error_page:https://frankieandjohnnies.com/breakfast-menu.pdf:404;error_page:https://frankieandjohnnies.com/kids-menu.pdf:404;error_page:https://frankieandjohnnies.com/drinks-menu.pdf:404;error_page:https://frankieandjohnnies.com/drink-menu.pdf:404;error_page:https://frankieandjohnnies.com/takeaway-menu.pdf:404;error_page:https://frankieandjohnnies.com/take-out-menu.pdf:404;error_page:https://frankieandjohnnies.com/dessert-menu.pdf:404;error_page:https://frankieandjohnnies.com/wine-menu.pdf:404;error_page:https://frankieandjohnnies.com/specials.pdf:404;error_page:https://frankieandjohnnies.com/buffet-menu.pdf:404;error_page:https://frankieandjohnnies.com/wp-content/uploads/menu.pdf:404;error_page:https://frankieandjohnnies.com/wp-content/uploads/menus.pdf:404;error_page:https://frankieandjohnnies.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://frankieandjohnnies.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://frankieandjohnnies.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://frankieandjohnnies.com/files/menu.pdf:404;error_page:https://frankieandjohnnies.com/uploads/menu.pdf:404;error_page:https://frankieandjohnnies.com/download/menu.pdf:404;error_page:https://frankieandjohnnies.com/documents/menu.pdf:404;error_page:https://frankieandjohnnies.com/docs/menu.pdf:404;error_page:https://frankieandjohnnies.com/menu/dinner:404;error_page:https://frankieandjohnnies.com/menu/lunch:404;error_page:https://frankieandjohnnies.com/menu/brunch:404;error_page:https://frankieandjohnnies.com/menu/breakfast:404;error_page:https://frankieandjohnnies.com/menu/drinks:404;error_page:https://frankieandjohnnies.com/menu/beverages:404;error_page:https://frankieandjohnnies.com/menu/kids:404;error_page:https://frankieandjohnnies.com/menu/dessert:404;error_page:https://frankieandjohnnies.com/menu/specials:404;error_page:https://frankieandjohnnies.com/restaurant-menu:404;error_page:https://frankieandjohnnies.com/the-menu:404;error_page:https://frankieandjohnnies.com/menus-list:404;error_page:https://frankieandjohnnies.com/full-menu:404;error_page:https://frankieandjohnnies.com/complete-menu:404;error_page:https://frankieandjohnnies.com/menu-card:404;error_page:https://frankieandjohnnies.com/menu-list:404;error_page:https://frankieandjohnnies.com/food:404;error_page:https://frankieandjohnnies.com/eat:404;error_page:https://frankieandjohnnies.com/order:404;error_page:https://frankieandjohnnies.com/order-online:404,0
7bbf669a-838b-4097-b4f0-655d23892b48,la-masseria--7bbf669a,La Masseria,https://lamasserianyc.com/,1,5,skipped_existing_menu,1
3dd75ad3-9e50-4d43-9721-55cddd14f088,raku-soho--3dd75ad3,Raku Soho,https://rakunyc.com/,1,5,skipped_existing_menu,1
df15acd0-f720-45c7-b3c6-c8014bccbbd2,thep--df15acd0,THEP,https://thepnewyork.com/,1,2,fetch_failed:https://orders.9fold.me/thep-thai-restaurant.html:None:None;skipped_existing_menu,1
